study_id	efo_trait	reported_trait	initial_sample	replication_sample	snp_count	publication_date	pubmed_id	title	publication
GCST90042665_buildGRCh37	family history of Alzheimer’s disease	Illnesses of father: Alzheimer's disease/dementia (UKB data field 20107_10)	19,003 European ancestry cases, 375,370 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90085895_buildGRCh38	rostral middle frontal gyrus volume measurement	Right rostral middle frontal volume (UKB data field 26915)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90246100_buildGRCh37	occlusion precerebral artery	ICD10 I65: Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction	147 Chinese ancestry cases, 75,749 Chinese ancestry controls	NA	7076584	2023-07-20	37601966	Genotyping and population characteristics of the China Kadoorie Biobank.	Cell Genom
GCST90085860_buildGRCh38	transverse temporal cortex volume measurement	Left transverse temporal volume (UKB data field 26820)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90085844_buildGRCh38	pars opercularis volume measurement	Left pars opercularis volume (UKB data field 26805)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90129632_buildGRCh37	uromodulin measurement	Serum uromodulin levels (aptamer-based assay)	18,070 European ancestry individuals	NA	8815558	2022-04-21	35446786	Genome-wide studies reveal factors associated with circulating uromodulin and its relations with complex diseases.	JCI Insight
GCST90246059_buildGRCh37	somatoform disorder	ICD10 F45: Somatoform disorders	116 Chinese ancestry cases, 75,767 Chinese ancestry controls	NA	6746069	2023-07-20	37601966	Genotyping and population characteristics of the China Kadoorie Biobank.	Cell Genom
GCST90085834_buildGRCh38	insular cortex volume measurement	Left insula volume (UKB data field 26821)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90085840_buildGRCh38	middle temporal gyrus volume measurement	Left middle temporal volume (UKB data field 26802)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90085892_buildGRCh38	precuneus cortex volume measurement	Right precuneus volume (UKB data field 26913)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90085835_buildGRCh38	isthmus cingulate cortex volume measurement	Left isthmus cingulate volume (UKB data field 26797)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90085853_buildGRCh38	rostral anterior cingulate cortex volume measurement	Left rostral anterior cingulate volume (UKB data field 26813)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90162549_buildGRCh37	executive function measurement	Common executive function	256,135 European ancestry individuals	NA	NA	2022-07-14	36150907	Genome-wide Association Study Shows That Executive Functioning Is Influenced by GABAergic Processes and Is a Neurocognitive Genetic Correlate of Psychiatric Disorders.	Biol Psychiatry
GCST90085881_buildGRCh38	middle temporal gyrus volume measurement	Right middle temporal volume (UKB data field 26903)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90239826_buildGRCh37	testosterone measurement	Free testosterone levels	158,089 British ancestry women	NA	17239132	2023-01-18	36653534	Genetic analyses implicate complex links between adult testosterone levels and health and disease.	Commun Med (Lond)
GCST90085875_buildGRCh38	insular cortex volume measurement	Right insula volume (UKB data field 26922)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90042585_buildGRCh37	vitamin supplement exposure measurement	Vitamin and/or mineral supplement use: Multivitamin (UKB data field 20084_468)	4,741 European ancestry cases, 59,260 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90085891_buildGRCh38	precentral gyrus volume measurement	Right precentral volume (UKB data field 26912)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90239824_buildGRCh37	free androgen index	Free androgen index	158,208 British ancestry women	NA	17239132	2023-01-18	36653534	Genetic analyses implicate complex links between adult testosterone levels and health and disease.	Commun Med (Lond)
GCST90225517_buildGRCh37	anxiety measurement	Feeling of foreboding - several or more days in the last two weeks	23,589 European ancestry cases, 115,171 European ancestry controls	NA	7749106	2023-05-31	37259642	Testing associations between human anxiety and genes previously implicated by mouse anxiety models.	Genes Brain Behav
GCST90085898_buildGRCh38	superior temporal gyrus volume measurement	Right superior temporal volume (UKB data field 26918)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90085879_buildGRCh38	lingual gyrus volume measurement	Right lingual volume (UKB data field 26901)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90085873_buildGRCh38	inferior parietal cortex volume measurement	Right inferior parietal volume (UKB data field 26896)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90085901_buildGRCh38	transverse temporal cortex volume measurement	Right transverse temporal volume (UKB data field 26921)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90043611	benign neoplasm of pituitary gland	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch) (PheCode 227.3)	285 European ancestry cases, 456,063 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043936	benign neoplasm of pituitary gland	ICD10 D35.2: Benign neoplasm of pituitary gland	209 European ancestry cases, 456,139 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90018578	Behcet's syndrome	Behcet's disease	78 East Asian ancestry cases, 171,966 East Asian ancestry controls	NA	13428939	2021-09-30	34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Nat Genet
GCST90018703	subarachnoid hemorrhage	Subarachnoid hemorrhage	1,203 East Asian ancestry cases, 152,022 East Asian ancestry controls	NA	13425781	2021-09-30	34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Nat Genet
GCST90043800	pain measurement	Chest pain or discomfort when walking uphill or hurrying (UKB data field 3751)	15,207 European ancestry cases, 41,817 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043774	pain measurement	Chest pain due to walking ceases when standing still (UKB data field 3616)	21,099 European ancestry cases, 4,967 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90013969	drug use measurement	Cholesterol lowering medication use (UKB data field 6177_1) (SPA correction)	407,746 British ancestry individuals	NA	11914699	2021-05-20	34017140	Computationally efficient whole-genome regression for quantitative and binary traits.	Nat Genet
GCST90013919	drug use measurement	Cholesterol lowering medication use (UKB data field 6177_1) (Firth correction)	407,746 British ancestry individuals	NA	11914699	2021-05-20	34017140	Computationally efficient whole-genome regression for quantitative and binary traits.	Nat Genet
GCST90043710	Drugs used in diabetes use measurement	Started insulin within one year diabetes mellitis diagnosis (UKB data field 2986)	2,551 European ancestry cases, 18,341 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90041728	coffee consumption measurement	Decaffeinated coffee (UKB data field 100360)	7,241 European ancestry cases, 56,760 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90041729	tea consumption measurement	Tea consumed (UKB data field 100390)	50,994 European ancestry cases, 13,007 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043687	smoking behavior	Type of tobacco previously smoked: Cigars or pipes (UKB data field 2877_3)	5,077 European ancestry cases, 108,307 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043686	smoking behavior	Type of tobacco previously smoked: Hand-rolled cigarettes (UKB data field 2877_2)	7,577 European ancestry cases, 105,807 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043685	smoking behavior	Type of tobacco previously smoked: Manufactured cigarettes (UKB data field 2877_1)	100,730 European ancestry cases, 12,654 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90042831	treatment/unipolar depression	Activities undertaken to treat depression: Other therapeutic activities such as mindfulness, yoga or art classes (UKB data field 20547_3)	11,705 European ancestry cases, 135,691 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90042830	treatment/unipolar depression	Activities undertaken to treat depression: Talking therapies, such as psychotherapy, counselling, group therapy or CBT (UKB data field 20547_1)	32,700 European ancestry cases, 114,696 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90042828	clinical treatment/unipolar depression	Substances taken for depression: Medication prescribed to you (for at least two weeks) (UKB data field 20546_3)	35,503 European ancestry cases, 111,893 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90042827	clinical treatment/unipolar depression	Substances taken for depression: Unprescribed medication (more than once) (UKB data field 20546_1)	5,170 European ancestry cases, 142,226 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90267280_buildGRCh37	self reported educational attainment	Age when finished full-time education (standard GWA)	283,749 European ancestry individuals	NA	7296935	2023-04-27	37106081	Participation bias in the UK Biobank distorts genetic associations and downstream analyses.	Nat Hum Behav
GCST90132926_buildGRCh37	alcohol drinking	Drinks usually with meals in current drinkers (yes vs no) (UKB data field 1618)	235,312 European ancestry individuals	NA	NA	2020-03-19	32193382	Comprehensive genomic analysis of dietary habits in UK Biobank identifies hundreds of genetic associations.	Nat Commun
GCST90132925_buildGRCh37	alcohol drinking	Drinks usually with meals in current drinkers (yes and it varies vs no) (UKB data field 1618)	357,136 European ancestry individuals	NA	NA	2020-03-19	32193382	Comprehensive genomic analysis of dietary habits in UK Biobank identifies hundreds of genetic associations.	Nat Commun
GCST90133004_buildGRCh37	alcohol drinking	Alcohol usually taken with meals (UKB data field 1618)	357,136 European ancestry individuals	NA	NA	2020-03-19	32193382	Comprehensive genomic analysis of dietary habits in UK Biobank identifies hundreds of genetic associations.	Nat Commun
GCST90267281_buildGRCh37	self reported educational attainment	Age when finished full-time education (weighted GWA)	102,215 European ancestry individuals	NA	7296935	2023-04-27	37106081	Participation bias in the UK Biobank distorts genetic associations and downstream analyses.	Nat Hum Behav
GCST90104463_buildGRCh37	word reading	Word reading	27,180 European ancestry individuals	NA	8014491	2022-08-23	35998220	Genome-wide analyses of individual differences in quantitatively assessed reading- and language-related skills in up to 34,000 people.	Proc Natl Acad Sci U S A
GCST90085837_buildGRCh38	lateral orbital frontal cortex volume measurement	Left lateral orbitofrontal volume (UKB data field 26799)	36,778 European ancestry individuals	NA	9932682	2023-03-29	36987996	General dimensions of human brain morphometry inferred from genome-wide association data.	Hum Brain Mapp
GCST90043993	subarachnoid hemorrhage	Subarachnoid hemorrhage (PheCode 430.1)	832 European ancestry cases, 455,516 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043995	Subdural hemorrhage	Subdural hemorrhage (PheCode 430.3)	244 European ancestry cases, 456,104 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044001	transient ischemic attack	Transient cerebral ischemia (PheCode 433.31)	2,045 European ancestry cases, 454,303 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044647	concussion	Concussion (PheCode 817)	172 European ancestry cases, 456,176 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043828	alcohol consumption measurement	Reason former drinker stopped drinking alcohol: Other reason (UKB data field 3859_5)	7,035 European ancestry cases, 8,363 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043827	alcohol consumption measurement	Reason former drinker stopped drinking alcohol: Financial reasons (UKB data field 3859_4)	311 European ancestry cases, 15,087 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043826	alcohol consumption measurement	Reason former drinker stopped drinking alcohol: Health precaution (UKB data field 3859_3)	3,119 European ancestry cases, 12,279 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043825	alcohol consumption measurement	Reason former drinker stopped drinking alcohol: Doctor's advice (UKB data field 3859_2)	859 European ancestry cases, 14,539 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043824	alcohol consumption measurement	Reason former drinker stopped drinking alcohol: Illness or ill health (UKB data field 3859_1)	4,074 European ancestry cases, 11,324 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043658	alcohol consumption measurement	Reason for reducing amount of alcohol drunk: Other reason (UKB data field 2664_5)	89,574 European ancestry cases, 80,256 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043657	alcohol consumption measurement	Reason for reducing amount of alcohol drunk: Financial reasons (UKB data field 2664_4)	8,952 European ancestry cases, 160,878 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043656	alcohol consumption measurement	Reason for reducing amount of alcohol drunk: Health precaution (UKB data field 2664_3)	55,353 European ancestry cases, 114,477 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043655	alcohol consumption measurement	Reason for reducing amount of alcohol drunk: Doctor's advice (UKB data field 2664_2)	3,808 European ancestry cases, 166,022 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043654	alcohol consumption measurement	Reason for reducing amount of alcohol drunk: Illness or ill health (UKB data field 2664_1)	12,143 European ancestry cases, 157,687 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90042814	sleep measurement	Sleep change (UKB data field 20532)	57,215 European ancestry cases, 14,471 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044401	smoking behavior	Why reduced smoking: Financial reasons (UKB data field 6158_4)	3,971 European ancestry cases, 10,763 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044400	smoking behavior	Why reduced smoking: Health precaution (UKB data field 6158_3)	6,968 European ancestry cases, 7,766 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044399	smoking behavior	Why reduced smoking: Doctor's advice (UKB data field 6158_2)	2,092 European ancestry cases, 12,642 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044398	smoking behavior	Why reduced smoking: PHESANT recoding (UKB data field 6158_100)	4,245 European ancestry cases, 10,489 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044397	smoking behavior	Why reduced smoking: Illness or ill health (UKB data field 6158_1)	2,065 European ancestry cases, 12,669 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044396	smoking behavior	Why stopped smoking: Financial reasons (UKB data field 6157_4)	27,532 European ancestry cases, 84,968 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044395	smoking behavior	Why stopped smoking: Health precaution (UKB data field 6157_3)	70,520 European ancestry cases, 41,980 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044394	smoking behavior	Why stopped smoking: Doctor's advice (UKB data field 6157_2)	8,102 European ancestry cases, 104,398 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044393	smoking behavior	Why stopped smoking: PHESANT recoding (UKB data field 6157_100)	22,607 European ancestry cases, 89,893 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90044392	smoking behavior	Why stopped smoking: Illness or ill health (UKB data field 6157_1)	13,585 European ancestry cases, 98,915 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043751	smoking behavior	Type of tobacco currently smoked: Cigars or pipes (UKB data field 3446_3)	2,510 European ancestry cases, 32,915 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043750	smoking behavior	Type of tobacco currently smoked: Hand-rolled cigarettes (UKB data field 3446_2)	8,370 European ancestry cases, 27,055 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043749	smoking behavior	Type of tobacco currently smoked: Manufactured cigarettes (UKB data field 3446_1)	24,545 European ancestry cases, 10,880 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90041820	alcohol drinking	Alcohol usually taken with meals (UKB data field 1618)	156,663 European ancestry cases, 75,922 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
transbio029	transbio029	transbio029	transbio029	transbio029	transbio029	transbio029	transbio029	transbio029	transbio029
